STATION;LATITUDE;LONGITUDE;ALTITUDE;MOIS;JOUR;HEURE;T2m;T-1m;Hur;Hus;RR;FF;DD;Tc;Tr;Hs;Os;Os_2;Rgh;Rdn;Rdi;Ne;Ps
MACON;46.2945;4.7943;219;1;1;0;9.087;6.536;92.695;0.007;0.012;7.693;282.469;4.054;7.92;-66.455;189.13;-170.87;0;0;0;0;993.548
MACON;46.2945;4.7943;219;1;1;1;8.819;6.618;89.999;0.006;0;6.862;274.985;2.292;7.193;-62.102;219.701;-140.299;0;0;0;0;992.032
MACON;46.2945;4.7943;219;1;1;2;8.634;6.701;87.669;0.006;0.002;6.175;277.39;0.969;6.61;-54.079;241.19;-118.81;0;0;0;0;990.327
MACON;46.2945;4.7943;219;1;1;3;8.387;6.784;85.776;0.006;0;5.656;281.581;-0.421;6.049;-44.422;256.411;-103.589;0;0;0;0;989.043
MACON;46.2945;4.7943;219;1;1;4;8.222;6.868;83.609;0.006;0.002;6.056;282.258;-2.008;5.525;-34.164;268.399;-91.601;0;0;0;0;987.579
MACON;46.2945;4.7943;219;1;1;5;8.11;6.951;80.548;0.006;0;6.847;288.246;-3.329;4.896;-23.837;278.899;-81.101;0;0;0;0.379;985.881
MACON;46.2945;4.7943;219;1;1;6;7.895;7.036;78.095;0.005;0;5.157;287.729;-4.66;4.271;-13.791;288.917;-71.083;0;0;0;7.94;984.955
MACON;46.2945;4.7943;219;1;1;7;7.681;7.12;75.567;0.005;0;2.988;285.733;-5.804;3.634;-4.334;299.111;-60.889;0;0;0;15.032;983.815
MACON;46.2945;4.7943;219;1;1;8;7.239;7.123;78.956;0.005;0;2.996;272.273;-0.837;3.834;4.379;309.971;-50.029;25.142;0;25.142;94.81;986.089
MACON;46.2945;4.7943;219;1;1;9;7.26;7.124;81.014;0.005;0;2.984;293.784;-0.215;4.221;11.488;321.86;-38.14;63.202;0;63.202;100;988.56
MACON;46.2945;4.7943;219;1;1;10;7.403;7.125;78.803;0.005;0;2.041;302.925;-0.598;3.965;16.898;334.953;-25.047;64.584;3.583;63.609;95.325;987.436
MACON;46.2945;4.7943;219;1;1;11;8.192;7.126;74.849;0.005;0;1.99;311.458;-6.284;3.998;20.093;349.114;-10.886;99.55;6.753;97.455;33.346;987.47
MACON;46.2945;4.7943;219;1;1;12;8.187;7.126;71.013;0.005;0;2.007;300.185;0.335;3.247;20.734;3.829;3.829;110.785;10.164;107.661;98.545;989.237
MACON;46.2945;4.7943;219;1;1;13;8.699;7.127;69.113;0.005;0;1.997;268.856;-4.354;3.354;18.747;18.344;18.344;102.13;14.065;98.426;49.052;986.787
MACON;46.2945;4.7943;219;1;1;14;8.881;7.128;64.034;0.005;0;3.004;289.734;-10.013;2.45;14.355;31.996;31.996;67.811;0;67.811;1.16;986.977
MACON;46.2945;4.7943;219;1;1;15;8.379;7.129;64.25;0.004;0;2;274.515;-10.849;2.022;7.991;44.464;44.464;27.76;0;27.76;0;989.474
MACON;46.2945;4.7943;219;1;1;16;8.488;7.129;64.919;0.005;0;0.973;281.629;-10.614;2.27;0.421;55.791;55.791;0.002;0;0.002;0;986.912
MACON;46.2945;4.7943;219;1;1;17;6.713;7.13;79.197;0.005;0;1;225.913;-4.105;3.366;-9.118;66.259;66.259;0;0;0;27.387;987.365
MACON;46.2945;4.7943;219;1;1;18;4.912;7.131;83.066;0.005;0;0;196.358;-9.35;2.281;-18.917;76.301;76.301;0;0;0;0.781;990.052
MACON;46.2945;4.7943;219;1;1;19;4.692;7.132;83.974;0.005;0;0.951;193.01;-9.68;2.218;-29.143;86.481;86.481;0;0;0;0;988.555
MACON;46.2945;4.7943;219;1;1;20;5.27;7.132;80.865;0.005;0;1.995;184.717;-6.545;2.254;-39.48;97.607;97.607;0;0;0;22.184;988.825
MACON;46.2945;4.7943;219;1;1;21;4.823;7.133;88.942;0.005;0;2.015;194.462;-9.06;3.156;-49.506;110.998;110.998;0;0;0;0;991.997
MACON;46.2945;4.7943;219;1;1;22;5.599;7.134;86.038;0.005;0;0.994;180.18;-8.18;3.45;-58.485;129.015;129.015;0;0;0;0;989.341
MACON;46.2945;4.7943;219;1;1;23;4.512;7.135;92.02;0.005;0;2.02;163.493;-7.571;3.329;-64.908;155.126;155.126;0;0;0;15.001;988.92
MACON;46.2945;4.7943;219;1;2;0;2.739;7.135;95.049;0.004;0;2.002;170.132;-0.565;2.026;-66.38;188.838;-171.162;0;0;0;100;991.208
MACON;46.2945;4.7943;219;1;2;1;4.431;7.136;93.968;0.005;0;1.991;160.57;1.392;3.546;-62.075;219.409;-140.591;0;0;0;100;988.929
MACON;46.2945;4.7943;219;1;2;2;5.206;7.137;93.071;0.005;0.002;3.024;168.138;2.277;4.178;-54.083;240.953;-119.047;0;0;0;100;990.33
MACON;46.2945;4.7943;219;1;2;3;5.291;7.138;92.968;0.005;0;2.985;178.476;1.835;4.247;-44.438;256.217;-103.783;0;0;0;94.541;991.844
MACON;46.2945;4.7943;219;1;2;4;6.687;7.138;90.906;0.006;0.971;3.933;187.019;1.335;5.307;-34.185;268.232;-91.768;0;0;0;73.089;988.49
MACON;46.2945;4.7943;219;1;2;5;6.731;7.139;94.049;0.006;2.289;3.966;181.291;-0.097;5.841;-23.856;278.748;-81.252;0;0;0;56.475;988.543
MACON;46.2945;4.7943;219;1;2;6;6.436;7.14;97.018;0.006;0.011;3.103;176.099;2.842;5.997;-13.803;288.773;-71.227;0;0;0;89.319;991.657
MACON;46.2945;4.7943;219;1;2;7;7.006;7.141;93.985;0.006;0.001;2.986;178.4;3.916;6.104;-4.335;298.97;-61.03;0;0;0;94.56;989.791
MACON;46.2945;4.7943;219;1;2;8;7.115;7.141;95.101;0.006;0;2.997;184.304;0.091;6.384;4.391;309.831;-50.169;7.141;0;7.141;100;990.402
MACON;46.2945;4.7943;219;1;2;9;7.215;7.142;95.042;0.006;0.002;4.023;184.094;-3.315;6.474;11.519;321.721;-38.279;15.909;0;15.909;62.734;993.5
MACON;46.2945;4.7943;219;1;2;10;7.705;7.143;93.13;0.006;0;4.029;187.285;0.724;6.665;16.951;334.817;-25.183;58.266;2.894;57.475;100;990.072
MACON;46.2945;4.7943;219;1;2;11;8.854;7.144;91.775;0.007;0;4.013;187.243;2.036;7.59;20.169;348.988;-11.012;67.838;3.016;66.898;100;990.119
MACON;46.2945;4.7943;219;1;2;12;9.902;7.144;92.028;0.007;0;4.039;189.863;0.436;8.667;20.831;3.72;3.72;66.425;2.942;65.516;67.904;993.825
MACON;46.2945;4.7943;219;1;2;13;11.321;7.145;86.016;0.007;0;3.962;190.717;4.751;9.066;18.862;18.258;18.258;51.084;2.359;50.458;100;988.941
MACON;46.2945;4.7943;219;1;2;14;12.119;7.146;86.071;0.008;0;3.055;192.926;5.697;9.86;14.481;31.933;31.933;38.999;0;38.999;100;989.126
MACON;46.2945;4.7943;219;1;2;15;12.168;7.147;86.023;0.008;0;2.986;193.446;5.746;9.899;8.124;44.422;44.422;1.544;0;1.544;99.915;993.237
MACON;46.2945;4.7943;219;1;2;16;11.376;7.147;82.904;0.007;0;3.018;188.473;0.423;8.575;0.541;55.765;55.765;0;0;0;52.5;989.308
MACON;46.2945;4.7943;219;1;2;17;10.54;7.148;87.063;0.007;0;3.014;189.499;1.81;8.478;-8.977;66.246;66.246;0;0;0;28.147;989.151
MACON;46.2945;4.7943;219;1;2;18;9.847;7.149;90.957;0.007;0;3.013;187.197;7.682;8.44;-18.775;76.296;76.296;0;0;0;100;993.025
MACON;46.2945;4.7943;219;1;2;19;9.504;7.15;91.001;0.007;0;3.035;184.628;6.018;8.108;-29.002;86.481;86.481;0;0;0;85.904;989.649
MACON;46.2945;4.7943;219;1;2;20;9.424;7.15;92.077;0.007;0;2.985;180.145;6.49;8.202;-39.338;97.606;97.606;0;0;0;91.79;989.854
MACON;46.2945;4.7943;219;1;2;21;8.986;7.151;93.991;0.007;0;1.969;179.494;6.764;8.07;-49.364;110.983;110.983;0;0;0;100;994.232
MACON;46.2945;4.7943;219;1;2;22;9.172;7.152;92.05;0.007;0;3.023;178.394;6.92;7.948;-58.346;128.956;128.956;0;0;0;100;990.303
MACON;46.2945;4.7943;219;1;2;23;8.861;7.153;88.982;0.006;0;3.005;178.854;2.319;7.145;-64.784;154.961;154.961;0;0;0;55.759;990.466
MACON;46.2945;4.7943;219;1;3;0;9.38;7.153;90.978;0.007;0;3.014;175.899;7.121;7.981;-66.297;188.549;-171.451;0;0;0;99.891;993.361
MACON;46.2945;4.7943;219;1;3;1;9.493;7.154;87.907;0.007;0;2.96;177.642;3.541;7.59;-62.041;219.113;-140.887;0;0;0;60.678;989.973
MACON;46.2945;4.7943;219;1;3;2;9.518;7.155;86.12;0.006;0;3.964;183.878;7.122;7.313;-54.079;240.709;-119.291;0;0;0;99.952;990.62
MACON;46.2945;4.7943;219;1;3;3;9.523;7.156;88.13;0.007;0;3.97;185.977;6.318;7.656;-44.449;256.017;-103.983;0;0;0;90.228;993.008
MACON;46.2945;4.7943;219;1;3;4;9.675;7.156;85.931;0.007;0;3.937;185.656;7.305;7.435;-34.2;268.06;-91.94;0;0;0;100;990.403
MACON;46.2945;4.7943;219;1;3;5;9.286;7.157;86.459;0.006;0;2.983;195.448;6.777;7.143;-23.869;278.592;-81.408;0;0;0;99.037;990.22
MACON;46.2945;4.7943;219;1;3;6;9.972;7.158;89.988;0.007;0;2.99;190.307;7.796;8.405;-13.809;288.625;-71.375;0;0;0;99.999;992.854
MACON;46.2945;4.7943;219;1;3;7;9.833;7.158;87.095;0.007;0;2.006;183.074;3.893;7.788;-4.331;298.826;-61.174;0;0;0;60.266;990.753
MACON;46.2945;4.7943;219;1;3;8;9.236;7.159;86.124;0.006;0;2.999;186.744;1.79;7.037;4.411;309.688;-50.312;10.839;0;10.839;94.524;991.186
MACON;46.2945;4.7943;219;1;3;9;10.003;7.16;88.193;0.007;0;2.986;188.61;3.236;8.139;11.557;321.579;-38.421;46.575;0;46.575;99.6;994.842
MACON;46.2945;4.7943;219;1;3;10;11.079;7.161;74.72;0.006;0;3.024;224.258;4.034;6.761;17.011;334.68;-25.32;33.993;0.977;33.725;100;992.18
MACON;46.2945;4.7943;219;1;3;11;11.376;7.161;84.927;0.007;0.336;2.024;179.639;4.777;8.932;20.252;348.862;-11.138;27.702;0.498;27.546;100;991.886
MACON;46.2945;4.7943;219;1;3;12;9.406;7.162;83.958;0.006;1.05;4.969;298.512;0.693;6.832;20.935;3.613;3.613;11.319;0.084;11.293;81.5;998.011
MACON;46.2945;4.7943;219;1;3;13;9.836;7.163;75.07;0.006;0.609;5.959;283.352;2.579;5.629;18.983;18.175;18.175;4.799;0.02;4.793;99.924;993.939
MACON;46.2945;4.7943;219;1;3;14;10.68;7.164;67.161;0.005;0;2.004;282.898;3.242;4.838;14.614;31.874;31.874;3.902;0;3.902;99.994;996.262
MACON;46.2945;4.7943;219;1;3;15;10.564;7.164;60.983;0.005;0;1.999;231.746;-1.884;3.354;8.263;44.385;44.385;0.427;0;0.427;55.415;999.636
MACON;46.2945;4.7943;219;1;3;16;10.737;7.165;55.095;0.004;0;2.028;183.801;1.721;2.086;0.665;55.745;55.745;0;0;0;90.682;996.575
MACON;46.2945;4.7943;219;1;3;17;10.076;7.166;70.182;0.005;0;1.979;324.156;7.166;4.891;-8.832;66.239;66.239;0;0;0;100;998.045
MACON;46.2945;4.7943;219;1;3;18;8.991;7.167;71.3;0.005;0;2.013;241.615;5.286;4.076;-18.629;76.298;76.298;0;0;0;93.5;1002.604
MACON;46.2945;4.7943;219;1;3;19;9.481;7.167;65.166;0.005;0;1.981;227.527;6.244;3.268;-28.856;86.489;86.489;0;0;0;99.965;998.979
MACON;46.2945;4.7943;219;1;3;20;9.155;7.168;67.248;0.005;0;2.029;244.901;0.709;3.402;-39.191;97.613;97.613;0;0;0;50.074;999.584
MACON;46.2945;4.7943;219;1;3;21;8.411;7.169;69.923;0.005;0;3.03;266.697;4.415;3.243;-49.217;110.979;110.979;0;0;0;92.358;1004.23
MACON;46.2945;4.7943;219;1;3;22;8.413;7.17;73.014;0.005;0;3.029;274.605;5.331;3.858;-58.201;128.909;128.909;0;0;0;100;1001.544
MACON;46.2945;4.7943;219;1;3;23;8.27;7.17;68.172;0.005;0;3.028;270.827;-0.379;2.75;-64.653;154.806;154.806;0;0;0;50;1002.402
MACON;46.2945;4.7943;219;1;4;0;7.25;7.171;75.696;0.005;0;2.019;271.57;2.788;3.246;-66.205;188.263;-171.737;0;0;0;87.493;1005.279
MACON;46.2945;4.7943;219;1;4;1;7.372;7.172;71.833;0.005;0;2.006;265.668;4.061;2.626;-61.998;218.813;-141.187;0;0;0;99.987;1002.233
MACON;46.2945;4.7943;219;1;4;2;7.516;7.173;71.235;0.005;0;2.008;271.851;-6.819;2.646;-54.068;240.459;-119.541;0;0;0;0;1003.355
MACON;46.2945;4.7943;219;1;4;3;6.872;7.173;79.264;0.005;0;1.964;279.104;-6.859;3.532;-44.453;255.81;-104.19;0;0;0;0.781;1007.39
MACON;46.2945;4.7943;219;1;4;4;6.948;7.174;77.712;0.005;0;1.984;286.601;-6.985;3.326;-34.208;267.881;-92.119;0;0;0;0;1002.789
MACON;46.2945;4.7943;219;1;4;5;6.12;7.175;79.192;0.005;0;1.001;306.836;-8.045;2.788;-23.875;278.43;-81.57;0;0;0;0;1002.83
MACON;46.2945;4.7943;219;1;4;6;2.417;7.176;90.95;0.004;0;0;105.747;-12.397;1.092;-13.809;288.473;-71.527;0;0;0;0;1006.572
MACON;46.2945;4.7943;219;1;4;7;3.937;7.176;87.014;0.004;0;1.015;78.936;-10.514;1.974;-4.319;298.678;-61.322;2.98;0;2.98;0;1003.108
MACON;46.2945;4.7943;219;1;4;8;3.467;7.177;90.11;0.004;0;0;31.239;-15.437;2.001;4.436;309.542;-50.458;57.507;0;57.507;0;1003.382
MACON;46.2945;4.7943;219;1;4;9;5.093;7.178;88.052;0.005;0;0;245.759;-13.243;3.28;11.602;321.435;-38.565;117.892;0;117.892;0;1006.832
MACON;46.2945;4.7943;219;1;4;10;7.472;7.179;85.008;0.006;0;0.958;149.599;-10.045;5.117;17.078;334.541;-25.459;245.217;554.265;92.398;0;1004.042
MACON;46.2945;4.7943;219;1;4;11;8.189;7.179;82.032;0.006;0;0.987;152.411;-9.273;5.307;20.342;348.736;-11.264;358.757;951.604;59.195;0;1003.503
MACON;46.2945;4.7943;219;1;4;12;8.034;7.18;81.55;0.006;0;1.024;154.269;-9.544;5.07;21.047;3.507;3.507;343.652;915.27;57.417;0;1004.549
MACON;46.2945;4.7943;219;1;4;13;9.076;7.181;77.625;0.006;0;1.012;147.24;-8.405;5.375;19.111;18.094;18.094;189.061;232.901;126.256;0;1000.957
MACON;46.2945;4.7943;219;1;4;14;8.989;7.182;73.946;0.005;0;0;186.908;-8.902;4.594;14.754;31.82;31.82;92.156;0;92.156;0;999.943
MACON;46.2945;4.7943;219;1;4;15;8.257;7.182;76.02;0.005;0;0;170.608;-9.753;4.282;8.408;44.353;44.353;30.215;0;30.215;0;1002.352
MACON;46.2945;4.7943;219;1;4;16;8.632;7.183;75.008;0.005;0;0.978;139.199;-9.311;4.453;0.795;55.731;55.731;0;0;0;0;997.445
MACON;46.2945;4.7943;219;1;4;17;6.574;7.184;85.976;0.005;0;0.015;157.234;-6.767;4.397;-8.682;66.238;66.238;0;0;0;0;996.694
MACON;46.2945;4.7943;219;1;4;18;4.395;7.185;91.03;0.005;0;0.14;81.295;-9.51;3.061;-18.479;76.307;76.307;0;0;0;0;999.734
MACON;46.2945;4.7943;219;1;4;19;4.41;7.185;92.934;0.005;0;1.019;334.765;-9.334;3.368;-28.706;86.504;86.504;0;0;0;0;995.549
MACON;46.2945;4.7943;219;1;4;20;3.623;7.186;94.937;0.005;0;0.007;79.855;-10.323;2.888;-39.041;97.629;97.629;0;0;0;0;994.832
MACON;46.2945;4.7943;219;1;4;21;1.32;7.187;99.931;0.004;0;0;127.314;-2.09;1.31;-49.067;110.983;110.983;0;0;0;100;997.505
MACON;46.2945;4.7943;219;1;4;22;0.405;7.188;99;0.004;0;0;131.338;-8.768;0.266;-58.052;128.872;128.872;0;0;0;49.907;993.967
MACON;46.2945;4.7943;219;1;4;23;1.395;7.188;96.881;0.004;0;0.029;251.996;-2.09;0.954;-64.515;154.661;154.661;0;0;0;100;993.84
MACON;46.2945;4.7943;219;1;5;0;0.444;7.189;98.938;0.004;0;0.986;120.453;-3.148;0.296;-66.106;187.981;-172.019;0;0;0;100;996.303
MACON;46.2945;4.7943;219;1;5;1;0.874;7.19;98.081;0.004;0;1.049;114.432;-2.667;0.606;-61.948;218.509;-141.491;0;0;0;100;993.097
MACON;46.2945;4.7943;219;1;5;2;-2.481;7.191;100;0.003;0;0.989;75.387;-10.257;-2.481;-54.05;240.202;-119.798;0;0;0;68.293;992.866
MACON;46.2945;4.7943;219;1;5;3;-1.56;7.191;99.013;0.003;0;0.972;56.719;-5.496;-1.694;-44.451;255.598;-104.402;0;0;0;100;996.108
MACON;46.2945;4.7943;219;1;5;4;-0.231;7.192;99.005;0.004;0;0;2.049;-9.578;-0.368;-34.211;267.697;-92.303;0;0;0;50.069;992.983
MACON;46.2945;4.7943;219;1;5;5;0.168;7.193;98.832;0.004;0;1.032;45.334;-3.475;0.006;-23.876;278.264;-81.736;0;0;0;100;993.045
MACON;46.2945;4.7943;219;1;5;6;-0.662;7.194;100;0.004;0.001;0;95.856;-5.148;-0.662;-13.802;288.316;-71.684;0;0;0;93.375;997.451
MACON;46.2945;4.7943;219;1;5;7;-0.158;7.194;98.9;0.004;0.001;0;110.43;-8.482;-0.31;-4.302;298.526;-61.474;0;0;0;58.76;995.029
MACON;46.2945;4.7943;219;1;5;8;-0.204;7.195;99.079;0.004;0;0;136.776;-8.403;-0.331;4.469;309.392;-50.608;29.346;0;29.346;100;995.487
MACON;46.2945;4.7943;219;1;5;9;-0.389;7.196;100;0.004;0.002;0;181.859;-8.595;-0.389;11.655;321.288;-38.712;60.354;0;60.354;100;999.82
MACON;46.2945;4.7943;219;1;5;10;1.178;7.197;98.889;0.004;0;0.979;157.24;-7.105;1.023;17.152;334.401;-25.599;92.408;7.585;90.306;97;997.515
MACON;46.2945;4.7943;219;1;5;11;4.023;7.197;96.435;0.005;0;0.968;139.157;-3.512;3.508;20.44;348.61;-11.39;167.031;64.955;146.47;100;998.816
MACON;46.2945;4.7943;219;1;5;12;6.378;7.198;80.99;0.005;0;2.016;327.737;-7.252;3.356;21.166;3.403;3.403;143.255;31.085;133.469;42.699;1002.038
MACON;46.2945;4.7943;219;1;5;13;7.545;7.199;78.865;0.005;0;1.952;321.725;-9.442;4.115;19.246;18.017;18.017;153.34;89.142;129.094;9.578;999.102
MACON;46.2945;4.7943;219;1;5;14;7.141;7.199;77.923;0.005;0;3.026;324.328;-5.609;3.552;14.899;31.77;31.77;61.842;0;61.842;50.535;1000.646
MACON;46.2945;4.7943;219;1;5;15;5.668;7.2;79.992;0.005;0;2.013;319.099;-7.487;2.489;8.558;44.326;44.326;17.481;0;17.481;49.689;1003.024
MACON;46.2945;4.7943;219;1;5;16;4.97;7.201;78.892;0.004;0;1.004;330.365;-8.432;1.616;0.931;55.722;55.722;0;0;0;50;1001.298
MACON;46.2945;4.7943;219;1;5;17;3.722;7.202;92.985;0.005;0;1.027;39.793;-7.728;2.693;-8.527;66.244;66.244;0;0;0;22.868;1002.778
MACON;46.2945;4.7943;219;1;5;18;0.312;7.202;100;0.004;0;0.997;11.512;-10.058;0.312;-18.325;76.323;76.323;0;0;0;39.362;1005.409
MACON;46.2945;4.7943;219;1;5;19;4.325;7.203;92.946;0.005;0;2.013;318.404;-9.457;3.286;-28.552;86.526;86.526;0;0;0;0;1003.387
MACON;46.2945;4.7943;219;1;5;20;2.166;7.204;94.671;0.004;0;1.998;323.01;-12.467;1.401;-38.887;97.652;97.652;0;0;0;0;1004.365
MACON;46.2945;4.7943;219;1;5;21;-0.118;7.205;100;0.004;0;1.004;12.869;-11.262;-0.118;-48.912;110.997;110.997;0;0;0;34.037;1006.904
MACON;46.2945;4.7943;219;1;5;22;-1.207;7.205;99.098;0.003;0;0.028;188.183;-5.08;-1.33;-57.897;128.845;128.845;0;0;0;100;1005.287
MACON;46.2945;4.7943;219;1;5;23;-0.817;7.206;98.973;0.004;0.004;0.02;215.313;-4.895;-0.959;-64.371;154.525;154.525;0;0;0;97.582;1006.917
MACON;46.2945;4.7943;219;1;6;0;-0.865;7.207;100;0.004;0.001;0.096;209.359;-4.919;-0.865;-65.999;187.702;-172.298;0;0;0;97.609;1008.877
MACON;46.2945;4.7943;219;1;6;1;-0.716;7.208;98.996;0.004;0;0;184.472;-7.941;-0.854;-61.89;218.201;-141.799;0;0;0;69.545;1007.603
MACON;46.2945;4.7943;219;1;6;2;-0.827;7.208;98.969;0.004;0;0;190.134;-10.044;-0.968;-54.026;239.94;-120.06;0;0;0;52.723;1007.778
MACON;46.2945;4.7943;219;1;6;3;-0.646;7.209;99.96;0.004;0;0;182.557;-4.398;-0.651;-44.442;255.379;-104.621;0;0;0;100;1009.172
MACON;46.2945;4.7943;219;1;6;4;0.086;7.21;99.093;0.004;0;0;172.533;-9.171;-0.04;-34.207;267.508;-92.492;0;0;0;49.976;1008.692
MACON;46.2945;4.7943;219;1;6;5;0.366;7.211;98.98;0.004;0.002;0.002;167.964;-3.268;0.225;-23.87;278.092;-81.908;0;0;0;99.712;1008.262
MACON;46.2945;4.7943;219;1;6;6;0.107;7.211;99.249;0.004;0;0;196.532;-6.908;0.003;-13.79;288.155;-71.845;0;0;0;69.497;1009.635
MACON;46.2945;4.7943;219;1;6;7;0.513;7.212;99.08;0.004;0;0.015;109.539;-8.445;0.385;-4.277;298.37;-61.63;0;0;0;51.46;1008.975
MACON;46.2945;4.7943;219;1;6;8;0.059;7.213;99.029;0.004;0;0;146.515;-8.098;-0.076;4.507;309.24;-50.76;30.868;0;30.868;99.99;1009.62
MACON;46.2945;4.7943;219;1;6;9;-0.033;7.214;99.937;0.004;0;0;158.519;-11.924;-0.041;11.714;321.139;-38.861;44.217;0;44.217;66.227;1010.129
MACON;46.2945;4.7943;219;1;6;10;0.96;7.214;98.574;0.004;0;1.011;177.997;-7.698;0.761;17.234;334.26;-25.74;64.556;3.416;63.604;93.957;1010.125
MACON;46.2945;4.7943;219;1;6;11;1.339;7.215;97.073;0.004;0;1.003;183.996;-6.649;0.927;20.545;348.484;-11.516;82.689;4.292;81.322;100;1009.888
MACON;46.2945;4.7943;219;1;6;12;0.925;7.216;93.855;0.004;0;0.932;176.293;-7.235;0.048;21.292;3.301;3.301;72.616;3.341;71.557;99.964;1009.915
MACON;46.2945;4.7943;219;1;6;13;2.228;7.217;88.92;0.004;0;0.967;179.893;-6.026;0.593;19.388;17.944;17.944;102.095;11.634;98.902;98.409;1008.438
MACON;46.2945;4.7943;219;1;6;14;2.961;7.217;89.293;0.004;0;1.006;185.647;-6.636;1.374;15.051;31.724;31.724;53.62;0;53.62;84.5;1008.242
MACON;46.2945;4.7943;219;1;6;15;2.35;7.218;92.875;0.004;0;0.991;194.819;-9.553;1.316;8.714;44.305;44.305;16.925;0;16.925;63.288;1008.802
MACON;46.2945;4.7943;219;1;6;16;2.403;7.219;92.944;0.004;0;1.035;205.092;-5.524;1.38;1.071;55.72;55.72;0;0;0;100;1007.222
MACON;46.2945;4.7943;219;1;6;17;1.813;7.22;92.783;0.004;0;0.988;205.993;-2.753;0.77;-8.369;66.255;66.255;0;0;0;90.42;1007.621
MACON;46.2945;4.7943;219;1;6;18;1.576;7.22;90.934;0.004;0;1.019;195.907;-6.786;0.258;-18.167;76.345;76.345;0;0;0;57.499;1009.52
MACON;46.2945;4.7943;219;1;6;19;1.895;7.221;92.023;0.004;0;1.015;191.491;-2.277;0.738;-28.395;86.555;86.555;0;0;0;94.152;1007.854
MACON;46.2945;4.7943;219;1;6;20;1.728;7.222;93.072;0.004;0;1.988;188.022;-1.818;0.73;-38.73;97.684;97.684;0;0;0;99.944;1007.884
MACON;46.2945;4.7943;219;1;6;21;1.279;7.223;93.909;0.004;0;1.019;190.247;-2.314;0.408;-48.752;111.021;111.021;0;0;0;100;1009.189
MACON;46.2945;4.7943;219;1;6;22;2.169;7.223;92.911;0.004;0.273;1.034;183.156;-1.3;1.143;-57.737;128.829;128.829;0;0;0;100;1008.25
MACON;46.2945;4.7943;219;1;6;23;2.362;7.224;94.076;0.004;0.558;1.027;176.264;-5.29;1.507;-64.22;154.401;154.401;0;0;0;60.489;1008.081
MACON;46.2945;4.7943;219;1;7;0;2.29;7.225;97.068;0.004;0.745;1.008;164.54;-5.373;1.873;-65.883;187.428;-172.572;0;0;0;59.275;1009.36
MACON;46.2945;4.7943;219;1;7;1;2.697;7.226;96.083;0.005;0.708;2.014;163.563;-5.139;2.136;-61.824;217.891;-142.109;0;0;0;57.052;1008.227
MACON;46.2945;4.7943;219;1;7;2;3.311;7.226;96.092;0.005;1.105;1.994;161.609;0.139;2.748;-53.994;239.672;-120.328;0;0;0;100;1008.25
MACON;46.2945;4.7943;219;1;7;3;2.842;7.227;97.02;0.005;1.043;1.034;168.53;-3.111;2.417;-44.426;255.154;-104.846;0;0;0;73.847;1009.894
MACON;46.2945;4.7943;219;1;7;4;4.074;7.228;96.821;0.005;0.623;1.006;155.789;1.059;3.615;-34.197;267.314;-92.686;0;0;0;100;1008.45
MACON;46.2945;4.7943;219;1;7;5;4.198;7.229;96.02;0.005;0;1.007;151.744;0.868;3.621;-23.858;277.916;-82.084;0;0;0;96.865;1008.933
MACON;46.2945;4.7943;219;1;7;6;2.833;7.229;97.171;0.005;0;0.993;164.944;-0.391;2.429;-13.77;287.99;-72.01;0;0;0;100;1010.242
MACON;46.2945;4.7943;219;1;7;7;4.316;7.23;93.927;0.005;0.201;1.977;174.574;0.858;3.425;-4.246;298.211;-61.789;0;0;0;96.049;1009.963
MACON;46.2945;4.7943;219;1;7;8;3.979;7.231;95.059;0.005;0.034;0.991;164.217;-3.682;3.26;4.553;309.084;-50.916;14.862;0;14.862;99.242;1009.994
MACON;46.2945;4.7943;219;1;7;9;3.541;7.232;96.958;0.005;0.219;0;167.967;-6.765;3.104;11.78;320.988;-39.012;23.184;0;23.184;73.651;1010.531
MACON;46.2945;4.7943;219;1;7;10;5.111;7.232;97.179;0.005;0.002;0;143.704;-5.626;4.7;17.324;334.118;-25.882;32.81;0.872;32.565;65.438;1011.477
MACON;46.2945;4.7943;219;1;7;11;6.121;7.233;96.026;0.006;0;0;151.788;-1.065;5.535;20.657;348.359;-11.641;67.503;2.825;66.597;99.869;1010.774
MACON;46.2945;4.7943;219;1;7;12;6.358;7.234;96.09;0.006;0;0;163.677;-2.76;5.781;21.425;3.201;3.201;50.544;1.595;50.034;79.148;1010.577
MACON;46.2945;4.7943;219;1;7;13;8.298;7.235;94.891;0.007;0.001;1.023;292.979;1.481;7.527;19.537;17.873;17.873;30.133;0.753;29.924;100;1010.263
MACON;46.2945;4.7943;219;1;7;14;8.336;7.235;94.899;0.007;0;1;312.568;-4.352;7.567;15.208;31.683;31.683;15.322;0;15.322;36.719;1010.642
MACON;46.2945;4.7943;219;1;7;15;7.594;7.236;92.834;0.006;0;1.007;339.999;-5.219;6.509;8.875;44.288;44.288;22.021;0;22.021;39.374;1011.303
MACON;46.2945;4.7943;219;1;7;16;7.951;7.237;91.995;0.006;0;0.044;80.072;0.561;6.73;1.217;55.723;55.723;0;0;0;95.501;1011.232
MACON;46.2945;4.7943;219;1;7;17;7.529;7.238;96.061;0.006;0;0.002;183.843;5.107;6.941;-8.206;66.273;66.273;0;0;0;99.98;1011.602
