STATION;LATITUDE;LONGITUDE;ALTITUDE;MOIS;JOUR;HEURE;T2m;T-1m;Hur;Hus;RR;FF;DD;Tc;Tr;Hs;Os;Os_2;Rgh;Rdn;Rdi;Ne;Ps
MACON;46.2945;4.7943;219;6;17;5;19.142;15.401;84.989;0.012;0;3.001;349.914;10.13;16.555;9.958;246.35;-113.65;165.28;0;165.281;44.103;999.513
MACON;46.2945;4.7943;219;6;17;6;18.314;15.407;87.801;0.012;0;3.013;349.565;10.605;16.253;19.722;256.345;-103.655;140.746;12.044;135.983;63.834;998.922
MACON;46.2945;4.7943;219;6;17;7;19.963;15.413;79.987;0.012;0;2.985;1.841;13.969;16.402;29.938;266.501;-93.499;198.18;13.12;191.007;88.515;999.837
MACON;46.2945;4.7943;219;6;17;8;20.779;15.418;77.126;0.012;0;3.031;15.474;15.601;16.62;40.27;277.635;-82.365;364.759;89.71;303.661;100;999.935
MACON;46.2945;4.7943;219;6;17;9;21.522;15.424;75.197;0.012;0;3.985;356.378;12.766;16.939;50.293;291.105;-68.895;562.062;301.618;323.99;46.752;998.98
MACON;46.2945;4.7943;219;6;17;10;24.079;15.429;65.78;0.013;0;3.992;354.305;12.082;17.269;59.254;309.378;-50.622;817.79;737.009;180.907;0;999.076
MACON;46.2945;4.7943;219;6;17;11;25.257;15.435;60.954;0.012;0;3.087;3.031;13.163;17.174;65.588;336.104;-23.896;919.727;848.947;155.299;0;998.712
MACON;46.2945;4.7943;219;6;17;12;25.251;15.44;60.971;0.012;0;3.031;7.116;13.157;17.174;66.825;10.504;10.504;890.027;812.841;161.935;0;997.143
MACON;46.2945;4.7943;219;6;17;13;28.707;15.446;54.192;0.014;0;3.024;11.586;17.237;18.52;62.247;41.083;41.083;817.035;761.769;169.266;0.781;997.029
MACON;46.2945;4.7943;219;6;17;14;29.761;15.452;50.982;0.014;0;3;16.612;18.587;18.515;54.088;62.324;62.324;711.381;702.314;172.444;5.727;996.049
MACON;46.2945;4.7943;219;6;17;15;28.649;15.457;54.077;0.013;0;3.049;7.598;17.122;18.432;44.371;77.343;77.343;556.818;560.712;190.972;0.582;995.609
MACON;46.2945;4.7943;219;6;17;16;30.478;15.463;49.021;0.014;0;2.002;8.769;18.933;18.543;34.102;89.207;89.207;350.05;254.757;219.243;0.5;995.982
MACON;46.2945;4.7943;219;6;17;17;30.09;15.468;48.913;0.013;0;2.108;25.032;18.33;18.155;23.799;99.637;99.637;221.561;167.498;161.292;0.121;995.972
MACON;46.2945;4.7943;219;6;17;18;28.42;15.474;58.114;0.014;0;2.005;354.116;17.356;19.375;13.814;109.62;109.62;111.051;0;111.051;0;995.045
MACON;46.2945;4.7943;219;6;17;19;27.607;15.48;61.046;0.014;0;0.985;315.497;16.588;19.406;4.521;119.801;119.801;5.417;0;5.417;0;995.53
MACON;46.2945;4.7943;219;6;17;20;25.307;15.485;66.099;0.014;0;0.997;302.607;24.955;18.511;-4.115;130.661;130.661;0;0;0;100;995.895
MACON;46.2945;4.7943;219;6;17;21;23.281;15.491;72.144;0.013;0;1.975;296.72;22.847;17.973;-11.233;142.548;142.548;0;0;0;100;995.186
MACON;46.2945;4.7943;219;6;17;22;23.302;15.496;68.991;0.013;0;2.007;300.82;22.27;17.284;-16.56;155.622;155.622;0;0;0;93.218;995.385
MACON;46.2945;4.7943;219;6;17;23;22.568;15.502;72.047;0.013;0;1.996;308.262;21.884;17.268;-19.649;169.732;169.732;0;0;0;98.306;995.371
MACON;46.2945;4.7943;219;6;18;0;21.903;15.507;77.009;0.013;0;1.966;317.835;21.431;17.684;-20.184;184.358;-175.642;0;0;0;100;995.065
MACON;46.2945;4.7943;219;6;18;1;21.44;15.513;79.854;0.013;0;0.977;342.2;19.453;17.812;-18.103;198.758;-161.242;0;0;0;76.143;994.982
MACON;46.2945;4.7943;219;6;18;2;19.76;15.519;88.586;0.013;0;0;139.397;18.437;17.818;-13.633;212.291;-147.709;0;0;0;85.779;994.193
MACON;46.2945;4.7943;219;6;18;3;17.201;15.524;97.995;0.012;0;0.043;89.674;13.929;16.881;-7.184;224.653;-135.347;0;0;0;59.579;993.898
MACON;46.2945;4.7943;219;6;18;4;16.43;15.53;96.023;0.011;0;0.99;74.658;11.155;15.793;1.163;235.895;-124.105;41.507;0;41.507;99.981;994.794
MACON;46.2945;4.7943;219;6;18;5;20.122;15.535;89.063;0.013;0;1.014;110.158;12.118;18.26;9.939;246.299;-113.701;211.913;0;211.913;50.239;995.091
MACON;46.2945;4.7943;219;6;18;6;21.164;15.541;85.895;0.014;0;0.975;129.381;12.987;18.706;19.699;256.294;-103.706;376.437;748.022;80.85;45.482;994.861
MACON;46.2945;4.7943;219;6;18;7;24.18;15.547;76.994;0.015;0;0.984;144.006;16.388;19.884;29.913;266.447;-93.553;563.16;859.202;93.688;45.962;995.482
MACON;46.2945;4.7943;219;6;18;8;25.858;15.552;71.378;0.015;0;2.901;174.485;15.383;20.273;40.246;277.573;-82.427;681.204;822.713;121.115;0.488;995.504
MACON;46.2945;4.7943;219;6;18;9;26.528;15.558;73.11;0.016;0;2.994;184.056;16.532;21.307;50.271;291.028;-68.972;840.98;889.857;138.762;0;995.248
MACON;46.2945;4.7943;219;6;18;10;28.451;15.563;60.696;0.015;0;2.014;184.442;17.767;20.106;59.24;309.277;-50.723;945.528;913.702;156.012;0;995.318
MACON;46.2945;4.7943;219;6;18;11;29.671;15.569;55.104;0.015;0;2.014;175.946;18.721;19.681;65.591;335.975;-24.025;1026.577;951.884;169.385;0;994.914
MACON;46.2945;4.7943;219;6;18;12;30.811;15.574;51.932;0.015;0;2.004;174.091;19.87;19.776;66.849;10.384;10.384;960.68;895.313;158.512;0;994.473
MACON;46.2945;4.7943;219;6;18;13;32.24;15.58;46.125;0.014;0;2.021;171.304;20.926;19.169;62.287;41.009;41.009;885.223;868.981;145.96;0;994.431
MACON;46.2945;4.7943;219;6;18;14;34.005;15.586;47.953;0.016;0;2.017;160.841;23.809;21.401;54.135;62.28;62.28;735.29;756.414;154.451;0;994.049
MACON;46.2945;4.7943;219;6;18;15;35.752;15.591;49.154;0.018;0;2.036;140.584;26.551;23.4;44.42;77.314;77.314;593.812;669.257;156.725;0;993.254
MACON;46.2945;4.7943;219;6;18;16;35.212;15.597;36.956;0.013;0;1.987;132.916;23.307;18.272;34.151;89.183;89.183;367.977;307.557;209.841;0;993.582
MACON;46.2945;4.7943;219;6;18;17;34.764;15.602;32.065;0.011;0;1.996;103.289;21.451;15.639;23.847;99.614;99.614;245.166;252.186;154.233;0;993.305
MACON;46.2945;4.7943;219;6;18;18;33.494;15.608;42.008;0.014;0;1.993;58.722;21.936;18.798;13.861;109.595;109.595;107.904;0;107.904;0;992.929
MACON;46.2945;4.7943;219;6;18;19;30.886;15.614;51.081;0.014;0;1.976;9.466;23.622;19.578;4.564;119.774;119.774;5.317;0;5.317;58.934;993.436
MACON;46.2945;4.7943;219;6;18;20;29.982;15.619;63.849;0.017;0;2.011;29.175;24.924;22.374;-4.073;130.629;130.629;0;0;0;0;993.618
MACON;46.2945;4.7943;219;6;18;21;28.623;15.625;68.106;0.017;0;0.983;15.014;23.491;22.148;-11.197;142.51;142.51;0;0;0;0;993.084
MACON;46.2945;4.7943;219;6;18;22;27.515;15.63;74.015;0.017;0;2.009;42.233;22.578;22.458;-16.53;155.578;155.578;0;0;0;0;993.181
MACON;46.2945;4.7943;219;6;18;23;26.813;15.636;73.976;0.017;0;2.994;141.229;27.075;21.773;-19.628;169.682;169.682;0;0;0;98.901;993.034
MACON;46.2945;4.7943;219;6;19;0;24.917;15.641;73.274;0.015;0;2.019;159.498;18.698;19.794;-20.172;184.304;-175.696;0;0;0;0;992.913
MACON;46.2945;4.7943;219;6;19;1;22.364;15.647;70.387;0.012;0;3.027;145.185;20.628;16.704;-18.102;198.703;-161.297;0;0;0;84.622;993.098
MACON;46.2945;4.7943;219;6;19;2;22.125;15.653;76.966;0.013;0;1;303.237;21.087;17.89;-13.64;212.238;-147.762;0;0;0;90.62;993.433
MACON;46.2945;4.7943;219;6;19;3;22.958;15.658;77.863;0.014;0;2.021;322.528;16.34;18.882;-7.199;224.603;-135.397;0;0;0;0;993.301
MACON;46.2945;4.7943;219;6;19;4;21.516;15.664;80.158;0.013;0;1.013;281.185;9.971;17.945;1.145;235.848;-124.152;44.564;0;44.564;0;993.9
MACON;46.2945;4.7943;219;6;19;5;21.71;15.669;77.026;0.013;0;0.989;262.129;16.703;17.501;9.914;246.253;-113.747;105.693;0;105.693;100;994
MACON;46.2945;4.7943;219;6;19;6;23.016;15.675;84.205;0.015;0;1.006;264.741;12.808;20.2;19.671;256.248;-103.752;267.382;248.556;169.267;3.812;993.714
MACON;46.2945;4.7943;219;6;19;7;24.776;15.68;70.021;0.014;0;2;166.261;13.615;18.929;29.884;266.398;-93.602;541.652;810.729;98.986;0;994.552
MACON;46.2945;4.7943;219;6;19;8;25.708;15.686;64;0.013;0;2.989;171.476;14.224;18.375;40.217;277.517;-82.483;699.555;856.485;116.759;0;994.193
MACON;46.2945;4.7943;219;6;19;9;26.661;15.692;63.915;0.014;0;3.015;178.293;15.65;19.254;50.245;290.96;-69.04;830.176;878.961;136.763;0.781;993.268
MACON;46.2945;4.7943;219;6;19;10;28.524;15.697;54.856;0.014;0;3.003;171.805;17.074;18.546;59.221;309.185;-50.815;934.096;902.774;154.126;0.781;993.736
MACON;46.2945;4.7943;219;6;19;11;30.35;15.703;49.888;0.014;0;3.019;172.729;18.863;18.707;65.586;335.852;-24.148;1020.706;946.412;168.416;0;993.748
MACON;46.2945;4.7943;219;6;19;12;33.033;15.708;45.113;0.014;0;4.025;182.243;21.881;19.529;66.867;10.263;10.263;954.078;888.987;157.423;0;992.847
MACON;46.2945;4.7943;219;6;19;13;26.953;15.714;61.968;0.014;0;10.405;289.031;19.505;19.032;62.321;40.928;40.928;803.564;733.533;179.296;57.45;994.306
MACON;46.2945;4.7943;219;6;19;14;24.956;15.72;61.735;0.012;0;7.948;300.341;15.153;17.093;54.176;62.229;62.229;712.062;702.125;172.594;32.474;994.634
MACON;46.2945;4.7943;219;6;19;15;24.37;15.725;63.309;0.012;0;7.11;310.72;14.144;16.939;44.463;77.277;77.277;449.403;263.607;277.096;27.159;994.38
MACON;46.2945;4.7943;219;6;19;16;25.695;15.731;50.049;0.01;0;4.977;331.75;16.686;14.495;34.195;89.153;89.153;382.7;354.258;200.325;56.895;995.039
MACON;46.2945;4.7943;219;6;19;17;26.176;15.736;50.853;0.011;0;4.016;342.363;20.593;15.184;23.891;99.586;99.586;108.226;6.291;105.953;99.99;995.964
MACON;46.2945;4.7943;219;6;19;18;24.399;15.742;55.101;0.011;0;2.987;355.799;18.69;14.791;13.902;109.566;109.566;56.896;0;56.896;98.992;995.972
MACON;46.2945;4.7943;219;6;19;19;24.898;15.747;52.052;0.01;0;3.021;334.733;18.723;14.37;4.603;119.742;119.742;3.037;0;3.037;94.141;996
MACON;46.2945;4.7943;219;6;19;20;24.393;15.753;56.141;0.011;0;2.972;323.907;22.891;15.076;-4.037;130.593;130.593;0;0;0;94.124;996.52
MACON;46.2945;4.7943;219;6;19;21;20.765;15.759;82.027;0.013;0;3.95;324.512;19.451;17.581;-11.166;142.469;142.469;0;0;0;87.138;995.622
MACON;46.2945;4.7943;219;6;19;22;20.816;15.764;86.011;0.013;0.157;2.988;305.206;19.421;18.386;-16.507;155.531;155.531;0;0;0;82.723;996.655
MACON;46.2945;4.7943;219;6;19;23;19.688;15.77;83.779;0.012;0.003;5.813;301.228;15.96;16.863;-19.613;169.63;169.63;0;0;0;54;996.411
MACON;46.2945;4.7943;219;6;20;0;18.176;15.775;89.906;0.012;0;3.971;315.033;14.131;16.49;-20.167;184.251;-175.749;0;0;0;50.69;995.3
MACON;46.2945;4.7943;219;6;20;1;18.995;15.781;82.913;0.012;0;2.99;332.094;17.807;16.022;-18.106;198.651;-161.349;0;0;0;93.97;995.852
MACON;46.2945;4.7943;219;6;20;2;19.507;15.787;86.896;0.013;0;2.98;328.51;18.987;17.263;-13.654;212.188;-147.812;0;0;0;100;995.355
MACON;46.2945;4.7943;219;6;20;3;18.624;15.792;87.978;0.012;0;3.025;324.687;17.978;16.59;-7.219;224.557;-135.443;0;0;0;100;994.934
MACON;46.2945;4.7943;219;6;20;4;18.047;15.798;89.088;0.012;0;2.963;329.671;12.184;16.219;1.122;235.804;-124.196;3.828;0;3.828;90.503;995.219
MACON;46.2945;4.7943;219;6;20;5;16.405;15.803;93.042;0.011;0;2.984;320.552;11.023;15.275;9.885;246.212;-113.788;10.802;0;10.802;99.992;995.579
MACON;46.2945;4.7943;219;6;20;6;15.092;15.809;92.987;0.01;0.016;5.025;308.904;9.463;13.965;19.639;256.207;-103.793;29.069;0.37;28.923;100;995.547
MACON;46.2945;4.7943;219;6;20;7;15.421;15.814;89.117;0.01;0.013;7.137;318.034;9.716;13.635;29.851;266.355;-93.645;45.78;0.479;45.519;100;995.646
MACON;46.2945;4.7943;219;6;20;8;15.029;15.82;90.084;0.01;0;5.973;308.024;9.286;13.415;40.183;277.468;-82.532;118.332;2.062;116.93;100;996.343
MACON;46.2945;4.7943;219;6;20;9;14.267;15.826;94.996;0.01;0.006;5.933;304.932;8.551;13.475;50.214;290.899;-69.101;134.558;1.982;132.995;100;996.094
MACON;46.2945;4.7943;219;6;20;10;15.339;15.831;90.05;0.01;0.478;5.877;308.288;8.58;13.715;59.195;309.1;-50.9;52.505;0.252;52.287;85.701;997.169
MACON;46.2945;4.7943;219;6;20;11;15.5;15.837;88.19;0.01;0.025;8.216;302.332;9.767;13.553;65.575;335.734;-24.266;136.051;1.554;134.651;99.865;996.738
MACON;46.2945;4.7943;219;6;20;12;14.164;15.842;89.795;0.009;0;7.121;301.602;8.014;12.511;66.878;10.138;10.138;156.361;2.072;154.504;96.974;996.432
MACON;46.2945;4.7943;219;6;20;13;15.228;15.848;75.351;0.008;0.006;7.92;301.884;8.953;10.894;62.349;40.839;40.839;39.077;0.143;38.955;100;997.554
MACON;46.2945;4.7943;219;6;20;14;14.801;15.854;81.886;0.009;0;6.046;300.531;8.702;11.735;54.212;62.17;62.17;43.875;0.222;43.704;99.878;996.513
MACON;46.2945;4.7943;219;6;20;15;15.824;15.859;90.654;0.01;0.139;6.06;304.949;10.249;14.297;44.502;77.233;77.233;33.571;0.179;33.454;100;996.414
MACON;46.2945;4.7943;219;6;20;16;16.761;15.865;90.474;0.011;0.04;6.896;306.826;11.356;15.191;34.235;89.116;89.116;52.731;0.713;52.363;100;996.7
MACON;46.2945;4.7943;219;6;20;17;17.381;15.87;68.903;0.009;0;7.004;306.556;10.161;11.611;23.929;99.552;99.552;13.287;0.092;13.254;87.133;996.246
MACON;46.2945;4.7943;219;6;20;18;18.044;15.876;74.839;0.01;0;7.903;307.844;12.258;13.508;13.94;109.532;109.532;0;0;0;99.971;995.329
MACON;46.2945;4.7943;219;6;20;19;18.975;15.881;68.902;0.01;0.041;6.539;308.579;10.295;13.133;4.636;119.706;119.706;0.08;0;0.08;64.282;996.381
MACON;46.2945;4.7943;219;6;20;20;18.483;15.887;72.071;0.01;0;5.189;308.867;13.257;13.352;-4.007;130.553;130.553;0;0;0;50;996.798
MACON;46.2945;4.7943;219;6;20;21;18.488;15.893;84.08;0.011;0;6.177;306.924;16.83;15.745;-11.142;142.425;142.425;0;0;0;88.023;995.809
MACON;46.2945;4.7943;219;6;20;22;18.589;15.898;77.963;0.011;0;5.84;305.422;16.297;14.667;-16.49;155.482;155.482;0;0;0;83.025;996.449
MACON;46.2945;4.7943;219;6;20;23;18.2;15.904;77.09;0.01;0;5.763;306.862;16.897;14.116;-19.605;169.578;169.578;0;0;0;98.048;995.969
MACON;46.2945;4.7943;219;6;21;0;17.596;15.909;81.99;0.01;0;6.956;305.351;15.644;14.481;-20.169;184.198;-175.802;0;0;0;87.975;994.185
MACON;46.2945;4.7943;219;6;21;1;17.92;15.915;79.867;0.01;0;6.223;305.966;13.503;14.391;-18.118;198.6;-161.4;0;0;0;55.476;995.257
MACON;46.2945;4.7943;219;6;21;2;18.383;15.921;79.975;0.011;0;6.091;304.356;17.379;14.863;-13.673;212.141;-147.859;0;0;0;100;995.732
MACON;46.2945;4.7943;219;6;21;3;17.298;15.926;85.935;0.011;0;5.068;302.51;12.683;14.919;-7.245;224.515;-135.485;0;0;0;50.15;995.254
MACON;46.2945;4.7943;219;6;21;4;17.152;15.932;87.032;0.011;0.028;5.058;305.369;11.693;14.973;1.094;235.766;-124.234;5.412;0;5.412;100;995.142
MACON;46.2945;4.7943;219;6;21;5;16.37;15.937;88.372;0.01;0;5.063;305.175;10.815;14.441;9.85;246.176;-113.824;13.883;0;13.883;100;995.664
MACON;46.2945;4.7943;219;6;21;6;16.335;15.943;91.973;0.011;0;4.86;306.749;10.903;15.026;19.602;256.172;-103.828;141.194;12.514;136.268;99.995;995.812
MACON;46.2945;4.7943;219;6;21;7;16.777;15.948;91.808;0.011;0;5.253;304.896;11.422;15.436;29.813;266.318;-93.682;142.655;4.666;140.112;100;997.279
MACON;46.2945;4.7943;219;6;21;8;17.23;15.954;83.72;0.01;0.016;5.182;304.988;11.66;14.448;40.145;277.426;-82.574;132.089;2.573;130.341;100;997.369
MACON;46.2945;4.7943;219;6;21;9;16.992;15.96;85.053;0.01;0;6.06;306.287;11.429;14.459;50.178;290.845;-69.155;96.121;1.013;95.323;100;997.222
MACON;46.2945;4.7943;219;6;21;10;18.242;15.965;80.571;0.011;0;4.029;319.704;12.734;14.841;59.165;309.024;-50.976;178.773;2.918;176.253;99.984;997.889
MACON;46.2945;4.7943;219;6;21;11;18.925;15.971;75.033;0.01;0.031;2.971;321.602;13.313;14.399;65.558;335.621;-24.379;168.933;2.397;166.775;100;998.69
MACON;46.2945;4.7943;219;6;21;12;20.444;15.976;82.784;0.013;0;2.01;349.504;15.438;17.413;66.882;10.012;10.012;218.535;4.048;214.906;99.97;997.757
MACON;46.2945;4.7943;219;6;21;13;22.615;15.982;66.264;0.012;0;2.028;47.28;17.257;15.994;62.371;40.743;40.743;328.135;17.684;313.077;99.788;998.187
MACON;46.2945;4.7943;219;6;21;14;23.357;15.988;73.022;0.013;0;2.036;66.504;18.479;18.24;54.243;62.103;62.103;381.481;62.425;333.472;100;997.657
MACON;46.2945;4.7943;219;6;21;15;23.097;15.993;84.2;0.015;0;1.014;62.866;18.138;20.279;44.536;77.183;77.183;228.179;10.992;220.984;91.072;997.229
MACON;46.2945;4.7943;219;6;21;16;23.952;15.999;86.698;0.016;0;1.051;230.257;17.163;21.593;34.27;89.073;89.073;106.888;2.924;105.38;52.518;997.377
MACON;46.2945;4.7943;219;6;21;17;25.079;16.004;71.05;0.014;0;1.026;167.482;20.282;19.453;23.964;99.512;99.512;84.024;3.661;82.697;97.536;997.266
MACON;46.2945;4.7943;219;6;21;18;23.613;16.01;86.774;0.016;0;1.004;206.721;19.375;21.275;13.972;109.493;109.493;50.589;0;50.589;100;996.663
MACON;46.2945;4.7943;219;6;21;19;23.308;16.015;57.998;0.011;0;3.018;317.121;17.191;14.57;4.664;119.665;119.665;0;0;0;93.867;997.697
MACON;46.2945;4.7943;219;6;21;20;20.936;16.021;67.037;0.011;0;2.025;323.911;19.676;14.579;-3.983;130.51;130.51;0;0;0;98;998.277
MACON;46.2945;4.7943;219;6;21;21;19.803;16.027;75.016;0.011;0;2.988;316.799;18.851;15.242;-11.123;142.378;142.378;0;0;0;100;997.439
MACON;46.2945;4.7943;219;6;21;22;20.023;16.032;71.075;0.011;0;2.997;326.853;11.69;14.615;-16.479;155.431;155.431;0;0;0;4.727;998.706
MACON;46.2945;4.7943;219;6;21;23;18.813;16.038;72.908;0.01;0;3.031;319.537;9.759;13.846;-19.604;169.525;169.525;0;0;0;0;997.889
MACON;46.2945;4.7943;219;6;22;0;17.575;16.043;73.924;0.009;0;2.975;316.472;8.069;12.867;-20.177;184.145;-175.855;0;0;0;0;996.279
MACON;46.2945;4.7943;219;6;22;1;17.291;16.049;72.916;0.009;0;2.986;314.822;7.546;12.384;-18.135;198.551;-161.449;0;0;0;0;997.231
MACON;46.2945;4.7943;219;6;22;2;16.804;16.055;77.046;0.009;0;3.007;315.309;7.276;12.755;-13.699;212.097;-147.903;0;0;0;0;997.303
MACON;46.2945;4.7943;219;6;22;3;16.005;16.06;81.946;0.009;0;3.005;313.413;6.603;12.921;-7.277;224.476;-135.524;0;0;0;0;996.663
MACON;46.2945;4.7943;219;6;22;4;16.029;16.066;83.962;0.01;0;3.026;311.894;2.331;13.317;1.062;235.731;-124.269;47.407;0;47.407;0;997.476
MACON;46.2945;4.7943;219;6;22;5;16.787;16.071;84.968;0.01;0;2.995;320.024;5.933;14.243;9.811;246.145;-113.855;198.211;0;198.211;30.5;997.593
MACON;46.2945;4.7943;219;6;22;6;18.031;16.077;80.954;0.011;0;1.985;335.94;5.899;14.709;19.561;256.142;-103.858;347.992;624.195;102.676;11.996;997.334
MACON;46.2945;4.7943;219;6;22;7;19.945;16.082;69.998;0.01;0;3.022;357.668;8.151;14.304;29.77;266.287;-93.713;527.286;775.059;105.339;19.719;997.608
MACON;46.2945;4.7943;219;6;22;8;20.908;16.088;63.11;0.01;0;3.022;11.776;8.992;13.62;40.103;277.391;-82.609;610.917;651.554;168.461;22.566;997.49
MACON;46.2945;4.7943;219;6;22;9;21.783;16.094;58.949;0.01;0;3.987;13.09;7.876;13.395;50.137;290.8;-69.2;757.233;762.899;156.184;0.27;996.979
MACON;46.2945;4.7943;219;6;22;10;23.409;16.099;51.873;0.009;0;3.014;14.66;9.163;12.945;59.129;308.955;-51.045;870.856;833.755;151.067;0;997.226
MACON;46.2945;4.7943;219;6;22;11;24.274;16.105;51.082;0.01;0;2.987;13.605;10.818;13.505;65.534;335.515;-24.485;901.298;823.656;159.748;6.335;997.032
MACON;46.2945;4.7943;219;6;22;12;24.774;16.11;52.027;0.01;0;2.978;4.563;11.157;14.248;66.879;9.884;9.884;887.836;808.791;162.879;0;996.254
MACON;46.2945;4.7943;219;6;22;13;26.114;16.116;44.068;0.009;0;3.001;359.36;11.785;12.916;62.387;40.639;40.639;869.521;848.655;146.746;0.715;996.552
MACON;46.2945;4.7943;219;6;22;14;26.496;16.121;40.798;0.009;0;3.03;14.582;11.637;12.084;54.268;62.029;62.029;751.998;789.194;144.845;0;996.066
MACON;46.2945;4.7943;219;6;22;15;26.717;16.127;42.945;0.01;0;3.007;17.769;12.377;13.064;44.566;77.125;77.125;624.719;750.62;133.107;0;995.908
MACON;46.2945;4.7943;219;6;22;16;28.02;16.133;40.662;0.01;0;2.988;25.246;13.859;13.394;34.3;89.024;89.024;488.237;736.46;108.011;0.754;996.214
MACON;46.2945;4.7943;219;6;22;17;27.728;16.138;44.081;0.01;0;2.989;27.763;14.045;14.376;23.993;99.467;99.467;333.131;686.627;84.007;0;995.803
MACON;46.2945;4.7943;219;6;22;18;26.396;16.144;52.058;0.011;0;2.011;18.794;13.506;15.752;13.999;109.449;109.449;107.892;0;107.892;0;995.301
MACON;46.2945;4.7943;219;6;22;19;24.91;16.149;54.121;0.011;0;2.021;343;11.679;14.986;4.687;119.62;119.62;8.004;0;8.004;0;995.651
MACON;46.2945;4.7943;219;6;22;20;22.262;16.155;59.933;0.01;0;2.023;338.839;13.182;14.099;-3.964;130.462;130.462;0;0;0;0;995.631
MACON;46.2945;4.7943;219;6;22;21;20.57;16.161;64.969;0.01;0;3.017;354.395;11.383;13.748;-11.111;142.327;142.327;0;0;0;0;995.27
MACON;46.2945;4.7943;219;6;22;22;20.6;16.166;65.987;0.01;0;3.038;355.122;11.552;14.016;-16.476;155.378;155.378;0;0;0;0;995.234
MACON;46.2945;4.7943;219;6;22;23;19.732;16.172;66.081;0.01;0;2.994;356.589;10.304;13.213;-19.609;169.472;169.472;0;0;0;0;994.712
MACON;46.2945;4.7943;219;6;23;0;18.309;16.177;74.045;0.01;0;2;338.043;9.15;13.599;-20.193;184.093;-175.907;0;0;0;0;993.399
MACON;46.2945;4.7943;219;6;23;1;17.836;16.183;72.967;0.009;0;2;311.182;8.345;12.919;-18.16;198.504;-161.496;0;0;0;0;993.653
MACON;46.2945;4.7943;219;6;23;2;16.989;16.188;76.978;0.009;0;2.003;330.192;7.539;12.921;-13.731;212.056;-147.944;0;0;0;0;993.651
MACON;46.2945;4.7943;219;6;23;3;15.407;16.194;89.995;0.01;0;1.998;322.853;6.474;13.773;-7.315;224.441;-135.559;0;0;0;0;992.96
MACON;46.2945;4.7943;219;6;23;4;15.016;16.2;90.146;0.01;0;1.977;321.774;1.415;13.412;1.025;235.701;-124.299;52.144;0;52.144;0;993.866
MACON;46.2945;4.7943;219;6;23;5;16.184;16.205;86.984;0.01;0;0.98;323.915;2.839;14.013;9.767;246.118;-113.882;214.559;0;214.559;0;994.077
MACON;46.2945;4.7943;219;6;23;6;17.493;16.211;83.989;0.011;0;0.97;346.875;4.501;14.754;19.515;256.117;-103.883;423.304;901.024;69.845;0.379;993.336
MACON;46.2945;4.7943;219;6;23;7;19.926;16.216;75.27;0.011;0;0.99;73.695;7.139;15.414;29.723;266.262;-93.738;591.55;908.426;97.606;0;994.113
MACON;46.2945;4.7943;219;6;23;8;21.302;16.222;72.096;0.012;0;2.015;88.62;8.855;16.064;40.056;277.363;-82.637;744.76;916.546;122.885;0.824;994.196
MACON;46.2945;4.7943;219;6;23;9;22.587;16.228;74.972;0.013;0;1.967;88.875;10.987;17.918;50.091;290.762;-69.238;837.004;887.618;138.106;0;993.11
MACON;46.2945;4.7943;219;6;23;10;24.857;16.233;65.434;0.013;0;0.99;109.599;13.17;17.923;59.087;308.896;-51.104;933.534;903.264;154.033;0;993.609
MACON;46.2945;4.7943;219;6;23;11;26.518;16.239;56.229;0.012;0;1.998;148.435;14.323;17.077;65.503;335.414;-24.586;978.005;907.235;161.371;0;993.419
MACON;46.2945;4.7943;219;6;23;12;26.872;16.244;56.843;0.013;0;1.976;174.574;14.925;17.578;66.87;9.755;9.755;993.208;925.269;163.879;0;992.236
MACON;46.2945;4.7943;219;6;23;13;29.057;16.25;52.144;0.013;0;2.007;170.459;17.366;18.228;62.397;40.53;40.53;900.415;882.688;148.568;0;992.221
MACON;46.2945;4.7943;219;6;23;14;30.735;16.255;45.82;0.013;0;1.987;154.892;18.7;17.701;54.288;61.947;61.947;796.51;863.79;131.786;0;991.654
MACON;46.2945;4.7943;219;6;23;15;30.471;16.261;47.014;0.013;0;2.018;155.973;18.537;17.871;44.59;77.061;77.061;627.632;757.526;131.273;0;991.039
MACON;46.2945;4.7943;219;6;23;16;31.086;16.267;42.034;0.012;0;2.021;140.693;18.476;16.652;34.325;88.969;88.969;484.759;723.545;110.951;0;990.931
MACON;46.2945;4.7943;219;6;23;17;31.442;16.272;41.831;0.012;0;2;109.892;18.948;16.894;24.018;99.417;99.417;278.929;398.521;134.195;0;990.159
MACON;46.2945;4.7943;219;6;23;18;30.43;16.278;48.064;0.013;0;1.996;85.507;18.664;18.185;14.021;109.4;109.4;102.928;0;102.928;0;990.064
MACON;46.2945;4.7943;219;6;23;19;29.024;16.283;52.052;0.013;0;1.993;58.901;17.303;18.169;4.705;119.571;119.571;8.531;0;8.531;0;990.132
MACON;46.2945;4.7943;219;6;23;20;26.835;16.289;57.965;0.013;0;0.984;60.87;19.535;17.855;-3.951;130.411;130.411;0;0;0;0;990.997
MACON;46.2945;4.7943;219;6;23;21;24.861;16.295;75.898;0.015;0;0.958;39.076;18.909;20.31;-11.105;142.274;142.274;0;0;0;0;990.275
MACON;46.2945;4.7943;219;6;23;22;23.738;16.3;82.081;0.015;0;2.011;83.616;23.608;20.491;-16.478;155.324;155.324;0;0;0;96.117;990.638
